Index,Peak indices,P Peak Time,Q Peak Time,R Peak Time,S Peak Time,T Peak Time,P_ml2_Ampli,Q_ml2_Ampli,R_ml2_Ampli,S_ml2_Ampli,T_ml2_Ampli,P_v5_Ampli,Q_v5_Ampli,R_v5_Ampli,S_v5_Ampli,T_v5_Ampli,diff_T_S,diff_R_P,diff_R_next_R,diff_RQ_SR,diff_T_Q,diff_T_P,diff_T_R,label
101_11,3301,9025.00000111077,9125.00000112308,9169.444445572992,9222.222223357268,9494.444445612991,18.367381511197923,-45.67687222316169,119.42650547044194,-43.42380006701913,13.210461828916475,-3.010185263313967,3.763715085860445,-12.060067918513832,7.507565578908522,1.6771636479507812,272.22222225572295,144.44444446222224,916.6666667794889,97.22222223418794,369.4444444899109,469.4444445022218,325.0000000399996,N
101_12,3631,9938.888890112135,10038.888890124446,10086.11111235248,10133.333334580511,10394.444445723762,14.990362426873627,-47.890694773622045,124.51866599766036,-46.776391682460485,11.48918742626284,-4.296955596483824,-0.0242721417647909,-5.869852934229744,4.691381154180803,-1.4249451580994423,261.11111114325104,147.22222224034522,913.8888890013677,94.44444445606496,355.555555599316,455.5555556116269,308.3333333712817,N
101_13,3960,10863.888890225984,10955.555556903932,11000.000001353848,11052.77777913812,11297.22222361265,17.24686003228515,-48.39545184681019,118.40021369847553,-41.665070140167806,13.93489209738248,4.220629522196136,4.842399676680185,-4.729412868069773,-1.695616118577025,-4.073984786858658,244.44444447453134,136.1111111278642,897.222222332648,97.22222223418794,341.6666667087193,433.3333333866667,297.2222222588025,N
101_14,4283,11763.888890336752,11852.777779236583,11897.222223686496,11950.000001470771,12197.22222372342,18.134900477273813,-48.43552319222745,115.21321961945569,-39.45541018506355,13.64976370780352,-3.982125721211221,1.0631961701968284,-8.655204692274875,4.993380484232283,-0.4939694337417856,247.22222225264886,133.33333334974486,905.5555556670097,97.22222223418794,344.4444444868368,433.3333333866685,300.00000003692367,N
101_15,4609,12669.44444600376,12758.333334903591,12802.777779353506,12855.55555713778,13091.66666827795,17.508176354090658,-44.537050249679446,109.52731937862892,-40.29257139977386,12.525630046932871,2.7749738149755485,6.12094760330858,-7.211042769793775,0.7984511335416549,-2.7226805371339617,236.11111114016967,133.33333334974668,886.1111112201706,97.22222223418976,333.3333333743594,422.22222227419115,288.8888889244445,N
101_16,4928,13555.555557223934,13644.444446123762,13688.888890573677,13738.88889057983,13977.77777949812,16.71609647909856,-40.09180453915216,99.36706909323772,-35.75821338453389,11.19691571744518,-2.659395356560996,0.8126729233013016,-8.484190640154944,4.511183519808237,-1.2793248993415711,238.888888918289,133.33333334974304,869.4444445514528,94.4444444560686,333.3333333743576,422.2222222741857,288.88888892444265,N
101_17,5241,14416.666668441028,14513.888890675214,14558.33333512513,14611.111112909402,14852.777779605814,16.24981827652325,-47.83255711504436,116.69143934306904,-40.18272672505776,12.69817858555969,5.542600057875355,2.2775827774332518,-4.492006373755781,-2.3177035749498365,-7.279403131863215,241.666666696412,141.66666668410107,911.1111112232484,97.22222223418794,338.88888893059993,436.11111116478605,294.444444480685,N
101_18,5569,15327.777779664277,15425.000001898465,15469.444446348378,15522.22222413265,15769.4444463853,15.282424778284597,-49.03424776852605,116.47809114289387,-42.92750617555142,13.020040549143411,-1.638133415330241,5.984248159636779,-12.529793977737553,6.53490022580271,2.402754209857324,247.22222225264886,141.66666668410107,913.8888890013677,97.22222223418612,344.444444486835,441.6666667210229,300.00000003692185,N
101_19,5898,16233.333335331285,16338.88889089983,16383.333335349746,16436.11111313402,16697.222224277266,17.512909108452043,-44.82494396875496,107.65124554887932,-40.862893050805496,11.102964162506094,-2.8305130893156205,-0.7080513202561232,-7.243683929346855,4.373978762968276,-1.6882414978591425,261.1111111432474,150.00000001846092,902.7777778888903,97.22222223418794,358.33333337743534,463.8888889459813,313.8888889275204,N
101_20,6223,17144.44444655453,17241.66666878872,17286.111113238636,17336.111113244788,17588.888891053677,16.202378488483646,-46.96545214839758,114.6686945719774,-40.56441119265204,12.800921477143548,3.141564013586544,-2.484597711665628,-1.2504678470882142,-0.6916630708621323,-5.943579658913412,252.77777780888937,141.6666666841047,847.2222223264944,94.4444444560686,347.22222226495796,444.4444444991459,302.7777778150412,N
101_21,6528,18005.555557771626,18088.888891115217,18133.33333556513,18186.111113349405,18425.00000226769,17.80194139259246,-48.54819961322696,113.09607762522428,-41.160262577576496,13.24024536001431,4.534275691206219,5.022409188186854,-5.2508690742889526,-3.0192061411719155,-6.256036627441318,238.88888891828537,127.77777779350436,838.8888889921363,97.22222223418794,336.1111111524733,419.44444449606453,291.6666667025602,N
101_22,6830,18844.44444676376,18927.777780107357,18972.222224557267,19025.00000234154,19266.66666903795,18.362448490048003,-48.8323168790436,114.462320704362,-40.63457554980966,12.136193921682649,-0.6836127624849228,7.219658764481037,-9.998542224480635,4.669105707073485,1.7666158831669758,241.66666669640836,127.777777793508,869.4444445514528,97.2222222341843,338.88888893059266,422.22222227419115,294.44444448068316,N
101_23,7143,19702.777780202738,19797.222224658806,19841.66666910872,19891.666669114875,20144.444446923764,16.220096687085018,-46.30964724335306,111.21450109204584,-40.43541452429023,12.272393516941976,-4.2416447677653695,2.0885703226179637,-10.317753204440862,5.873690781705181,1.0453526472964865,252.77777780888937,138.88888890598173,888.8888889982918,94.4444444560686,347.22222226495796,441.66666672102656,302.77777781504483,N
101_24,7463,20594.44444697915,20686.111113657094,20730.55555810701,20783.33333589129,21033.33333592205,19.44802030510716,-44.68538918907787,105.28853648872878,-37.87913619516347,11.943695652381605,1.1154113833178396,-2.4721554735006905,-2.67772216883717,-0.5053005356672711,-3.713783472003833,250.0000000307591,136.1111111278624,897.2222223326498,97.22222223419521,347.2222222649543,438.88888894289994,302.77777781503755,N
101_25,7786,21491.6666693118,21583.333335989744,21627.77778043966,21680.555558223936,21927.777780476583,18.679678863335724,-44.21648264858818,104.51565870632224,-37.93391782970197,12.155436462374617,4.5755551871990745,4.013981135076154,-7.163328009367763,-1.4472679029448652,-5.654243390887362,247.22222225264704,136.1111111278624,886.1111112201688,97.22222223419158,344.4444444868386,436.11111116478423,300.00000003692185,N
101_26,8105,22380.555558310087,22469.44444720992,22513.88889165983,22566.666669444105,22813.888891696755,18.52080477525878,-40.80571606713063,99.97305350163288,-35.285408591156326,11.511623628192,-0.527414116414072,6.231762256594052,-12.167257963743356,7.273697775070709,2.1718412066486463,247.22222225265068,133.33333334974304,858.3333334389754,97.2222222341843,344.444444486835,433.3333333866685,300.0000000369255,N
101_27,8414,23233.333336192823,23327.77778064889,23372.222225098805,23419.44444732684,23658.33333624513,17.233985910995713,-45.78318346360607,122.26086312296384,-44.08942088284864,12.672981440907025,-1.9118879671992484,4.172065753808951,-10.617458581595516,6.031786134392176,2.336259360561926,238.888888918289,138.88888890598173,852.7777778827403,91.66666667795289,330.5555555962419,425.00000005230686,286.11111114632513,N
101_28,8721,24094.44444740992,24183.333336309744,24225.000002981546,24277.777780765813,24513.888891905983,18.07154037610636,-51.50301182137618,121.76067707459818,-44.297802943074885,13.883122957990526,-1.527522861675383,-2.272760351292459,-4.12560452399536,2.0140977300317373,-2.407409951509968,236.11111114016967,130.55555557162734,847.2222223264944,94.4444444560686,330.55555559623826,419.44444449606453,288.8888889244372,N
101_29,9026,24936.11111418017,25025.000003080004,25072.22222530804,25127.77778087043,25361.11111423248,18.59413290833137,-48.31360212789159,111.73178485776928,-37.73303839531777,12.388340251091286,4.7031867380591015,1.6987116846553032,-6.129989521286908,-1.7845529423319595,-5.593933947799004,233.33333336205033,136.11111112786966,819.4444445452973,102.77777779042663,336.11111115247695,425.0000000523105,288.88888892444083,N
101_30,9321,25758.333336503594,25847.22222540342,25891.666669853337,25941.66666985949,26191.66666989026,18.700974924951904,-48.32478787564152,114.8481342318929,-41.12939553654805,13.62581620337207,3.1390293541758254,4.4290787915872185,-5.278814914029532,-1.193396413185457,-1.3206232976683503,250.00000003077002,133.33333334974304,852.7777778827331,94.4444444560686,344.4444444868386,433.3333333866649,300.00000003692185,N
101_31,9628,26613.888892164447,26702.77778106428,26744.44444773607,26797.222225520345,27047.222225551115,18.246534474792515,-46.94097912417647,115.52476219876564,-40.47496535185928,13.179721271256934,-1.4897944360790565,6.1122741861852425,-10.42479245045556,6.535062255860343,3.19656697234077,250.00000003077002,130.5555555716237,902.7777778888885,94.44444445606496,344.444444486835,433.3333333866685,302.77777781504483,N
101_32,9953,27505.555558940858,27600.000003396926,27647.22222562496,27697.222225631114,27975.00000344308,16.368410739065425,-51.76000311094327,120.09153274672572,-40.33984751877765,11.956475611284004,-3.977794542819594,0.2685963829677067,-8.321445703416938,5.7865812891012265,-1.9806089324049911,277.7777778119671,141.66666668410107,911.1111112232502,97.22222223418794,375.00000004615504,469.44444450222363,327.77777781812256,N
101_33,10281,28419.444447942224,28513.88889239829,28558.33333684821,28608.33333685436,28866.66667021949,16.358335101978703,-43.785371660758216,101.46058154642506,-35.17495511629316,11.504505570702314,4.12588451092301,-0.8608372409795567,-4.113446569082225,-0.7169894670392817,-6.263218267255271,258.33333336512806,138.88888890598537,858.3333334389754,94.44444445607223,352.7777778212003,447.22222227726525,308.3333333712799,N
101_34,10590,29291.6666702718,29372.222225837268,29416.666670287184,29466.666670293336,29700.000003655387,15.798465583263676,-45.930568764451365,111.64978624450964,-39.727606232131,14.34752677676134,3.4811258170976664,1.001763556454942,-4.4659262087658025,-2.141166036501557,-6.343836891264815,233.33333336205033,125.00000001538501,838.8888889921363,94.4444444560686,327.7777778181189,408.33333338358716,283.33333336820215,N
101_35,10892,30127.777781485816,30208.333337051285,30255.55555927932,30305.555559285476,30544.444448203765,20.98147300342934,-52.13352951073505,126.05082421130147,-43.65544861610911,15.767729323747613,1.0502698332901428,5.765120350109972,-8.21642546951991,4.379078836197238,2.698421895899,238.888888918289,127.77777779350436,813.8888889890586,97.22222223419158,336.1111111524806,416.66666671794883,288.8888889244445,N
101_36,11185,30941.666670474875,31025.000003818463,31069.44444826838,31116.666670496412,31347.222226080343,22.308844520731384,-57.66936025527548,140.45515864727338,-48.84117136905518,18.87112947011265,0.1990028559455626,2.517640546418113,-3.6921227471692832,2.808803422373732,2.7469075677446013,230.55555558393098,127.77777779350436,791.6666667641039,91.66666667794925,322.22222226188023,405.5555556054678,277.77777781196346,N
101_37,11470,31733.33333723898,31819.44444836069,31861.111115032483,31911.111115038635,32150.000003956928,21.157923108504644,-55.10311827747835,141.9134794382863,-51.05568741051135,19.45150528029632,1.1836803095998254,3.835234396698037,-2.1396317137100125,-1.275943271318242,-2.5316135803297826,238.88888891829265,127.77777779350436,805.5555556547006,91.66666667794561,330.55555559623826,416.66666671794883,288.8888889244445,N
101_38,11760,32527.7777817812,32622.222226237267,32666.666670687184,32713.888892915216,32972.22222628035,15.292832351874694,-60.564160490621454,146.38772244950584,-50.49347600869133,21.541648014286253,2.0986506485354544,-4.142680823338637,2.5580389362783853,-0.9468515063242438,-3.414628120038766,258.3333333651317,138.88888890598537,805.555555654697,91.66666667794925,350.00000004308095,444.44444449914954,305.5555555931642,N
101_39,12050,33338.88889299214,33422.22222633573,33472.22222634188,33519.44444856992,33783.33333749128,18.09554441084595,-55.64816411753759,148.33796651692893,-57.245465196984,20.82896518787906,-3.8522042466489994,0.6841490045958596,-0.6034988224069807,2.3387390491883493,2.7705910156753504,263.8888889213631,133.33333334974304,800.0000000984655,97.22222223418794,361.11111115555104,444.4444444991459,311.11111114940286,N
101_40,12338,34133.333337534365,34227.77778199043,34272.222226440346,34319.44444866838,34566.66667092103,20.77449170065855,-58.3073016615501,147.45825592915594,-51.06540508215338,19.316342252603445,6.1739027642399815,-2.900324745752104,1.982809900069628,-3.064279475608012,-6.540785591562722,247.22222225265432,138.88888890598173,786.1111112078652,91.66666667794925,338.88888893060357,433.3333333866685,294.4444444806868,N
101_41,12621,34925.00000429847,35013.888893198295,35058.33333764821,35108.33333765436,35363.88889324137,20.7480622119258,-57.54401417681853,141.6616668958555,-49.40054688538882,17.68679795479765,-2.78654610901018,1.08457109094115,-7.6878388464467555,6.246177488447474,4.463075578519567,255.5555555870087,133.33333334974304,805.555555654697,94.44444445606496,350.00000004307367,438.88888894289994,305.5555555931569,N
101_42,12911,35727.77778217505,35816.66667107488,35863.88889330291,35911.11111553094,36144.444448893,20.214307656713785,-53.59661511722594,134.90466764633538,-47.81000194082956,16.892234374053665,4.916671911973624,1.0416866840731247,-1.9028552183073189,-3.322084625264536,-4.724688911978345,233.33333336206124,136.11111112785875,755.5555556485488,94.44444445605768,327.7777778181189,416.66666671795247,280.5555555900937,N
101_43,13183,36488.88889337983,36575.00000450154,36619.44444895146,36669.44444895761,36902.77778231966,21.671505733882512,-52.94241714563872,130.74940134107993,-46.98013830051856,19.22106344668317,-2.1061605612047707,-2.5191565743882856,-4.631130680288928,3.3900134148505874,-2.687479014917358,233.3333333620467,130.55555557162734,761.1111112047874,94.44444445607223,327.7777778181189,413.8888889398295,283.33333336820215,N
101_44,13457,37252.77778236274,37336.11111570633,37380.555560156245,37430.5555601624,37677.77778241505,21.813012576432047,-52.72196788309706,129.11816854427943,-45.98012773686744,17.895472155056236,-1.8736694638159932,5.426934271847219,-12.066581694743416,4.889231523471626,1.2000728586511629,247.22222225264704,127.77777779350436,786.1111112078652,94.44444445607223,341.6666667087193,425.00000005230686,297.2222222588025,N
101_45,13740,38030.55556023624,38119.44444913607,38166.66667136411,38213.88889359214,38472.22222695727,21.50617651027035,-55.91555148478952,139.26881721502474,-47.0284644331541,17.355979406337116,2.8891260326284223,3.367064511964199,-5.623089880785491,0.0277241727478855,1.343545453728059,258.3333333651244,136.1111111278733,805.555555654697,94.44444445607223,352.77777782119665,441.6666667210302,305.5555555931569,N
101_46,14030,38844.4444492253,38925.00000479077,38972.22222701881,39022.22222702496,39275.00000483385,19.126237672328173,-56.73639784097478,136.78423764202603,-48.394900447105016,16.037019719618982,3.5781048231214703,-1.2656064790169288,-3.348675488494932,-2.3802263106775223,-6.032891406028697,252.77777780888573,127.77777779350436,841.6666667702593,97.22222223419521,350.00000004308095,430.55555560854555,302.7777778150412,N
101_47,14333,39675.00000488309,39769.44444933915,39813.888893789066,39863.88889379522,40122.222227160346,20.551831842066388,-55.54217216877446,136.671801612795,-48.406400026689845,16.418874959881553,0.0235852157410264,-0.8991867025065103,-7.228139012350002,5.372268805251802,-2.7914674108102586,258.3333333651244,138.88888890597445,852.7777778827367,94.44444445607223,352.77777782119665,447.22222227725433,308.3333333712799,N
101_48,14640,40533.33333832205,40622.222227221886,40666.6666716718,40716.66667167795,40952.77778281812,21.30365663878773,-52.68597727678556,130.11300421175338,-46.49996652610161,25.06046664638393,-4.519790356852461,2.3746082285904904,-9.729124783173765,5.534849256732468,0.882660085350093,236.11111114016967,133.33333334975032,786.1111112078579,94.44444445606496,330.5555555962346,419.4444444960682,286.11111114631785,N
101_49,14923,41322.22222730804,41408.33333842975,41452.77778287966,41505.55556066394,41744.444449582224,23.004144286519143,-51.126188118578106,126.4183009377429,-44.3898619058316,14.507428518506105,1.985837094437315,4.84281318077855,-9.59857767050304,3.4017654451363337,-0.0300038232914371,238.88888891828537,130.55555557162006,755.5555556485488,97.22222223418794,336.1111111524733,422.2222222741839,291.6666667025638,N
101_50,15195,42080.55556073471,42163.88889407829,42208.33333852821,42258.333338534365,42497.22222745266,21.309207599186923,-50.06341943052239,124.39744876297728,-44.552741581469554,13.480171657387537,2.213335611511248,-1.8023205558026048,-4.012252751437849,-0.5226420015923656,-6.754084791509428,238.88888891829265,127.77777779349708,775.0000000953878,94.44444445607223,333.3333333743649,416.6666667179452,288.8888889244481,N
101_51,15474,42850.000005273854,42938.88889417368,42983.3333386236,43033.33333862975,43277.77778310428,18.30514386743924,-49.86147282957795,123.9603459214586,-45.070291863819016,14.91695146164134,-3.293012291250684,3.262573632374904,-10.91357526343673,6.223649239389582,0.6177145674409652,244.44444447452406,133.33333334974304,794.4444445422196,94.44444445607223,338.8888889305963,427.77777783042256,294.4444444806795,N
101_52,15760,43650.00000537231,43733.3333387159,43777.77778316582,43830.55556095009,44061.11111653402,20.822365833816423,-50.05444301920665,119.88716139077124,-43.98337090971187,15.648619482805572,-0.1587252951504444,6.096683330493644,-11.999064847641218,5.840810281671707,0.4820996430273811,230.55555558393098,127.77777779350436,808.3333334328199,97.22222223418794,327.7777778181189,411.1111111617065,283.33333336820215,N
101_53,16051,44450.00000547077,44541.66667214872,44586.11111659864,44638.88889438291,44872.22222774496,20.10167758677334,-48.59863692307491,116.8538912264426,-42.63056956245512,14.30555636368088,3.739458365451916,5.9189056976476575,-8.785111909338818,1.896203711933107,-2.9290705442556515,233.33333336205396,136.11111112786602,833.3333334358904,97.22222223418794,330.5555555962419,422.22222227419115,286.11111114632513,N
101_54,16351,45280.55556112855,45375.00000558462,45419.44445003453,45472.222227818806,45716.66667229334,18.86931867281661,-48.06086424325364,117.27886950529684,-42.15445703801222,12.483871972157962,3.1919834374981724,4.716067255007515,-8.204242665235256,0.7600025622173967,-4.308809497680201,244.44444447453134,138.88888890597445,844.4444445483823,97.22222223418794,341.6666667087193,436.11111116478423,297.2222222588098,N
101_55,16655,46122.22222789881,46219.444450133,46263.88889458291,46313.888894589065,46569.44445017607,17.592222788892926,-49.559992178308505,119.8283078492359,-42.25260184226322,13.268247187946216,3.5505628721555524,3.0947314737078324,-6.524072874587331,-0.8987220737150741,-5.484201132613198,255.5555555870087,141.66666668409744,836.1111112140206,94.44444445606496,350.00000004307367,447.2222222772616,305.5555555931642,N
101_56,16956,46963.88889466906,47055.55556134701,47100.00000579693,47152.7777835812,47405.555561390094,17.397968799675372,-47.146346245971294,113.30654568910508,-40.17042571988564,13.069952501603376,2.56115525695886,1.0455234257099817,-6.56323058934832,0.1989673991748927,-5.96435643221956,252.777777808893,136.1111111278733,816.666666767167,97.22222223418794,350.00000004308095,441.6666667210375,305.5555555931642,N
101_57,17250,47783.33333921436,47872.2222281142,47916.6666725641,47966.66667257026,48202.77778371043,19.306730594778383,-43.616764062433234,105.49457698761564,-37.68829699791704,13.841566370665152,0.2744969996032401,-1.1976658516523582,-8.134998948275735,4.6233246988024925,-1.6422088189481998,236.11111114016967,133.33333334973577,783.3333334297567,94.44444445605768,330.55555559622735,419.4444444960682,286.1111111463324,N
101_58,17532,48575.00000597847,48655.55556154394,48700.000005993854,48750.000006,48986.11111714018,18.87708031080582,-44.06554389603043,104.53150097090668,-38.18951423739544,14.08836683821455,-4.332523185759295,2.040502929909183,-10.07168006328981,5.820752768647685,0.4929572140515262,236.11111114017694,125.00000001538137,783.3333334297495,94.44444445606496,330.5555555962419,411.1111111617065,286.11111114632513,N
101_59,17814,49355.55556163009,49438.88889497368,49483.3333394236,49533.33333942975,49763.88889501368,19.590811244109105,-45.06618246520191,107.01730926923015,-39.12661802592596,14.672025366658628,-0.827655239210517,5.093917778138526,-12.276136264472347,5.340093560674392,0.432631433622849,230.55555558393098,127.77777779351163,791.6666667640966,94.44444445607223,325.0000000400032,408.3333333835908,280.55555559007917,N
101_60,18099,50144.44445061607,50230.55556173778,50275.0000061877,50325.00000619385,50577.77778400274,20.5857986483148,-48.83502995153653,115.82980377676375,-41.57785471830248,13.366773946114936,3.2620046282735915,5.70744529722168,-9.624124842199048,2.2433400559159327,0.1241605605333731,252.777777808893,130.55555557162734,825.0000001015433,94.44444445606496,347.22222226495796,433.3333333866685,302.7777778150412,N
101_61,18396,50958.33333960513,51055.55556183932,51100.00000628924,51150.00000629539,51408.33333966052,17.039450494078423,-47.53724356114667,111.80234386805584,-40.09120586168732,13.59776342663955,2.330160855042186,0.5561085627016812,-6.960138194103735,1.7124733522419875,-5.40622586963435,258.3333333651317,141.666666684112,808.3333334328127,94.44444445607223,352.7777778212039,450.00000005539187,308.3333333712799,N
101_62,18687,51772.2222285942,51863.88889527214,51908.333339722056,51961.11111750633,52219.44445087146,18.05672499296408,-46.574913472229184,109.78156558387046,-38.049495060230576,13.494351052096867,-2.91870095493334,4.977475608811079,-13.805580179471152,6.234587442483799,1.8474926898562487,258.3333333651317,136.11111112785875,805.5555556547042,97.22222223418794,355.55555559931963,447.2222222772616,311.11111114940286,N
101_63,18977,52586.111117583256,52666.66667314872,52713.88889537676,52763.88889538291,53011.11111763556,18.894916398028958,-43.713943399773015,102.30133825290842,-36.65541466903741,11.38634062832429,3.1571438664440943,3.0836290003312925,-8.182565566240884,0.3174996763653143,-5.424070778665143,247.22222225265432,127.77777779350436,805.555555654697,97.22222223418794,344.44444448684226,425.00000005230686,297.2222222588025,N
101_64,19267,53388.88889545984,53475.00000658155,53519.44445103146,53569.44445103761,53816.66667329026,18.544264709606363,-41.6259584352872,102.71917999907042,-36.56006237405512,9.80071792082785,1.2147494565877708,-0.3611580120190981,-7.124623445847948,1.86581720772414,-5.1984307535434535,247.22222225264704,130.55555557162006,808.3333334328199,94.44444445606496,341.666666708712,427.77777783042256,297.2222222588025,N
101_65,19558,54202.777784448896,54283.33334001437,54327.77778446428,54377.77778447043,54613.8888956106,19.761509113579717,-45.55917320475567,109.22192095433962,-38.88935904936044,12.305742499972403,-0.3455365344177263,-1.5063966851733288,-6.68115287090055,3.514015645843115,-3.3045145335166963,236.11111114016967,125.00000001538137,838.8888889921363,94.44444445606496,330.5555555962346,411.1111111617065,286.11111114632513,N
101_66,19860,55036.11111788479,55125.00000678462,55166.66667345641,55216.66667346257,55458.33334015898,18.49677940680437,-47.26272872888954,115.31190482802452,-40.76360727023042,11.812915281148369,3.2561055436496367,1.5728429167667546,-5.249175521196515,-0.5968083807057296,-5.334572867022161,241.66666669640836,130.55555557162006,869.4444445514528,91.66666667794925,333.3333333743576,422.2222222741839,291.6666667025638,N
101_67,20173,55897.22222910189,55991.66667355796,56036.111118007866,56083.33334023591,56319.44445137608,17.958457900506296,-42.66031001735771,109.5247079844359,-39.050399318898926,10.680095705132237,0.9323705017025676,4.705832305235645,-11.354764643531842,4.307188678914766,0.8139802375830195,236.11111114016967,138.88888890597445,888.8888889982918,91.66666667795653,327.7777778181262,422.22222227419115,283.3333333682167,N
101_68,20493,56786.111118100176,56880.55556255625,56925.00000700616,56975.00000701231,57225.00000704308,16.153208008529198,-47.35668900841424,120.88517141154456,-44.19739753519677,10.97422259004942,0.1269996560932469,-2.173777848900689,-4.032236738996804,2.999643374683058,-2.182470745008623,250.00000003077002,138.88888890598173,913.8888890013695,94.44444445606496,344.444444486835,438.8888889429072,300.0000000369255,N
101_69,20822,57700.000007101546,57794.44445155761,57838.88889600753,57888.88889601368,58144.44445160069,17.664238982244285,-49.52103153306656,122.11181521212244,-43.30325587754327,11.100802577691748,1.1630218329462176,5.397815682888544,-10.590179489492195,3.5104448407158264,0.9797921345326244,255.5555555870087,138.88888890598173,955.5555556731633,94.44444445607223,350.00000004308095,444.4444444991459,305.5555555931642,N
101_70,21166,58655.55556277471,58747.22222945266,58794.44445168069,58844.444451686846,59102.77778505197,17.780518117783323,-47.76276482663823,116.12398198276054,-40.71952520657141,10.224304670784424,3.04500330954643,0.8813265429265479,-6.6838415535168085,0.0317941573783332,-5.227715013122634,258.3333333651244,138.88888890598173,922.2222223357239,97.22222223418794,355.55555559931236,447.2222222772616,308.3333333712799,N
101_71,21498,59580.55556288856,59672.222229566505,59716.666674016415,59766.66667402257,60011.1111184971,16.601652548602587,-45.52705517789571,116.7898020024324,-42.04761546699733,10.199606063792098,-3.666517766085464,1.4850455759095365,-8.369959299494791,5.139380684137066,0.3487660108393639,244.44444447453134,136.11111112785147,861.1111112170984,94.44444445606496,338.8888889305963,430.55555560853827,294.4444444806868,N
