Index,Peak indices,P Peak Time,Q Peak Time,R Peak Time,S Peak Time,T Peak Time,P_ml2_Ampli,Q_ml2_Ampli,R_ml2_Ampli,S_ml2_Ampli,T_ml2_Ampli,P_v5_Ampli,Q_v5_Ampli,R_v5_Ampli,S_v5_Ampli,T_v5_Ampli,diff_T_S,diff_R_P,diff_R_next_R,diff_RQ_SR,diff_T_Q,diff_T_P,diff_T_R,label
100_59,17058,47205.55556136547,47344.44445027146,47383.33333916513,47425.000005836926,47722.22222809573,7.209437570750521,-36.421242808116965,97.82686189587744,-32.89758155186129,6.605313480562128,3.127143991979258,-16.172709843949004,39.51802620728858,-18.372613175725327,7.772239312388576,297.2222222588025,177.77777779965982,833.3333334358977,80.5555555654646,377.7777778242671,516.6666667302561,338.8888889305963,N
100_60,17358,48080.55556147317,48177.77778370736,48216.66667260103,48261.11111705095,48558.33333930975,9.013287851326956,-41.43209799271445,101.9106526276406,-32.017545345634254,4.2156697297103065,5.116277334784128,-24.815462868687323,59.74570815586299,-24.022661822775603,7.973266819314553,297.2222222588025,136.11111112785875,830.555555657782,83.33333334358758,380.5555556023901,477.777777836578,341.6666667087193,N
100_61,17657,48905.55556157471,49002.777783808895,49047.22222825881,49088.888894930606,49161.11111716172,8.507552266481515,-55.08526836885141,131.3872151979774,-49.15611068545381,5.002050094361376,5.309005455058872,-34.53928140328638,73.18706286269901,-33.31757550710201,4.435759498048233,72.22222223111748,141.6666666841047,805.555555654697,86.11111112171056,158.33333335282805,255.555555587016,113.88888890291128,N
100_62,17947,49677.77778389197,49813.88889501984,49852.77778391351,49894.4444505853,50172.22222839727,8.176382963225382,-33.75144309681175,91.7255722048918,-30.32786309019049,7.786053080612543,2.778179854424555,-12.369629464160043,31.72064656782599,-16.049651272732465,8.427417087628342,277.77777781197074,175.00000002153683,777.7777778735035,80.5555555654646,358.33333337743534,494.44444450530136,319.4444444837645,N
100_63,18227,50486.11111732479,50588.88889511522,50630.55556178701,50675.00000623693,50952.77778404889,7.146435535003641,-46.04234681987336,103.8350425684045,-34.10949427100177,7.468319990683192,4.98415878936414,-21.62907674774243,44.454745821404174,-20.036701309410244,9.300671478294104,277.77777781196346,144.44444446222042,797.2222223203498,86.11111112171056,363.888888933674,466.66666672410065,322.22222226188023,N
100_64,18514,51283.333339645134,51386.11111743556,51427.77778410736,51472.22222855727,51752.77778414736,8.194559136769252,-41.08964906365147,97.59047173365838,-31.873254209311103,5.471484149695547,4.723242782984409,-27.49017932081056,53.26649934738274,-23.72986904175284,8.639249858389821,280.55555559008644,144.4444444622277,780.5555556516192,86.11111112171056,366.666666711797,469.44444450222363,325.00000003999594,N
100_65,18795,52066.66667307488,52166.66667308719,52208.33333975898,52252.7777842089,52538.888895355216,7.3908239512789,-44.820125252454886,101.3378556018986,-34.649072674740125,5.559323492854924,5.555246525738884,-22.18895947000044,51.032600070002765,-21.604681650617252,6.927714844710361,286.11111114631785,141.6666666841047,791.6666667641039,86.11111112171056,372.2222222680284,472.22222228033934,330.5555555962346,N
100_66,19080,52836.111117614026,52961.11111762941,53000.000006523085,53044.444450973,53352.77778434428,8.546517066473521,-36.968314183135234,97.17668992112984,-33.51655340906157,6.725725228422961,4.761168357447312,-15.3862921121157,40.87838127274504,-15.668165882390497,7.188363554352382,308.3333333712799,163.88888890905946,855.5555556608524,83.33333334359486,391.66666671487474,516.6666667302561,352.77777782119665,N
100_67,19388,53702.77778438736,53816.66667329026,53855.55556218394,53900.000006633854,54205.55556222701,6.493734449443522,-44.85216970503017,108.5354969905612,-36.22415135204147,5.941543026336418,4.180457789157068,-26.26923641476446,63.47354086026672,-26.259281324441908,6.962028213965644,305.5555555931569,152.7777777965748,847.2222223265053,83.33333334359486,388.88888893675175,502.7777778396485,350.00000004307367,N
100_68,19693,54563.88889560445,54661.11111783864,54702.77778451044,54747.222228960345,54819.44445119146,6.868558122029127,-48.16641539862998,114.3405481412681,-40.722747735690064,5.754387652917539,4.118557966094787,-29.05036699968493,65.79833859358511,-28.71771556105435,4.047469208230324,72.22222223111748,138.88888890599628,822.222222323413,86.11111112170329,158.33333335282077,255.555555587016,116.6666666810197,N
100_69,19989,55383.33334014975,55488.88889571829,55525.000006833856,55569.444451283765,55852.777784651975,8.096971790132487,-34.32955436196276,88.56906018873754,-28.504469819819697,5.249633021115058,5.147061046279274,-14.617135035491254,40.83511774087619,-15.517106372126728,7.00733886115623,283.3333333682094,141.6666666841047,783.3333334297422,80.55555556547188,363.8888889336813,469.44444450222363,327.7777778181189,N
100_70,20271,56141.666673576416,56269.44445136992,56308.3333402636,56352.77778471351,56622.22222919112,8.654466415445038,-35.22628659791174,93.96836375128966,-31.1687516435668,6.1046513760344325,4.069293199334447,-15.23237688331595,39.82051779829502,-15.886090631449068,7.981552895989337,269.44444447760907,166.66666668718244,786.1111112078579,83.33333334358758,352.77777782119665,480.555555614701,313.88888892751856,N
100_71,20554,56922.22222922804,57055.555562577785,57094.444451471456,57138.88889592137,57419.44445151146,7.701009631970638,-37.12927880744776,100.10722115276724,-32.86829327721546,5.343147312976752,3.5394510707864693,-22.245688479838154,56.72704548871855,-24.48028322146409,7.603621975293065,280.55555559008644,172.22222224341385,786.1111112078652,83.33333334358758,363.888888933674,497.22222228341707,325.0000000400032,N
